ID	DM	DR	MM	XT	CE
evgLocus_strawberry_AH_28363_XP_013069414.1_PREDICTED:_serine/threonine-protein_kinase_PAK_7-like_isoform_X2_[Biomphalaria_glabrata]	0.20630984435791921	0.1448129701555828	0.30060505146816835	0.14276307434883825	-0.1524219218223765
evgLocus_strawberry_AH_31030_XP_013097022.1_PREDICTED:_multiple_coagulation_factor_deficiency_protein_2_homolog_isoform_X2_[Biomphalaria_glabrata]	-0.6771952483489805	-0.6763752900262826	-0.6763752900262826	-0.6819100087044929	-0.6888796544474244
evgLocus_strawberry_AH_36093_XP_012945572.1_PREDICTED:_hepatocyte_growth_factor_receptor-like_[Aplysia_californica]	-0.41685848089242306	-0.285665149260772	-0.3061641073282175	-0.2836152534540275	-0.37791046056427663
evgLocus_strawberry_AH_37068_XP_013091172.1_PREDICTED:_protein_quaking-B-like_isoform_X4_[Biomphalaria_glabrata]	-0.21801858763820198	-0.240567441512392	-0.5788002496252422	-0.23441775409215837	-0.2672160870000711
evgLocus_strawberry_AH_46986_XP_013067345.1_PREDICTED:_tyrosine-protein_phosphatase_non-receptor_type_13-like_[Biomphalaria_glabrata]	-0.4722056676745258	-0.33896244023613026	-0.32256327378217386	-0.2959146282944948	-0.41275868927893394
evgLocus_strawberry_AH_51353_XP_013070123.1_PREDICTED:_sodium-_and_chloride-dependent_glycine_transporter_1-like_[Biomphalaria_glabrata]	-0.7364372371638979	-0.7505815182304353	-0.7481216432623419	-0.7253677998074773	-0.7552962785859477
evgLocus_strawberry_AH_64112_XP_012946540.1_PREDICTED:_papilin-like_[Aplysia_californica]	-0.36766098153055393	-0.20776910860447925	-0.27746556603379385	-0.32461316958891845	-0.435307543153124
evgLocus_Strawberry_DRR_11277_XP_013089274.1_PREDICTED:_centromere_protein_F-like_isoform_X4_[Biomphalaria_glabrata]	-0.7015890084492407	-0.5214031670363949	-0.5398522292970959	-0.5173033754229058	-0.7292626018402919
evgLocus_Strawberry_DRR_15142_XP_013068187.1_PREDICTED:_citron_Rho-interacting_kinase-like,_partial_[Biomphalaria_glabrata]	-0.05607681890538278	0.39080046696492843	0.3764511963177166	0.3846507795446948	-0.05607681890538278
evgLocus_Strawberry_DRR_17770_XP_012937516.1_PREDICTED:_histone-lysine_N-methyltransferase_2D-like_isoform_X1_[Aplysia_californica]	0.4891954656886667	0.7208336918508005	0.6900852547496322	0.7167339002373114	0.017719430137420902
evgLocus_Strawberry_DRR_20810_XP_013085302.1_PREDICTED:_serine/threonine-protein_kinase_TAO1-like_isoform_X2_[Biomphalaria_glabrata]	0.25960713533327745	0.9709209802736352	1.0016694173748033	0.9791205635006134	0.41334932083911846
evgLocus_Strawberry_DRR_38794_XP_013068394.1_PREDICTED:_PDZ_and_LIM_domain_protein_Zasp-like_isoform_X3_[Biomphalaria_glabrata]	-0.42710795992614575	-0.39840941863172213	-0.3574115024968312	-0.46195618864080307	-0.4250580641194012
evgLocus_Strawberry_DRR_49485_XP_012944996.1_PREDICTED:_calmodulin-like,_partial_[Aplysia_californica]	-0.5849499370454758	-0.5829000412387313	-0.5849499370454758	-0.5849499370454758	-0.5849499370454758
evgLocus_Strawberry_DRR_59199_XP_009062152.1_hypothetical_protein_LOTGIDRAFT_210612_[Lottia_gigantea]	0.9524719180129343	1.1472120196536661	1.1697608735278562	0.6921351505563769	0.6429376511945077
evgLocus_Strawberry_DRR_66411_XP_013096531.1_PREDICTED:_DENN_domain-containing_protein_2A-like_isoform_X1_[Biomphalaria_glabrata]	-0.566500874784775	-0.18932004634377833	-0.2364676498989029	-0.20366931699099017	-0.6341474364073449
evgLocus_Stringtie_DRR_23568_XP_013079061.1_PREDICTED:_adhesion_G_protein-coupled_receptor_L2-like_isoform_X3_[Biomphalaria_glabrata]	-0.6341474364073449	-0.3471620234631084	-0.32461316958891845	-0.394309627018233	-0.42710795992614575
evgLocus_stringtie_AE_2963_XP_013077688.1_PREDICTED:_protein_lap4-like_isoform_X1_[Biomphalaria_glabrata]	-0.5788002496252422	-0.25696660796634835	-0.32461316958891845	-0.38611004379125485	-0.6320975406006004
evgLocus_stringtie_AE_18772_XP_012938920.1_PREDICTED:_myosin-IIIb-like_[Aplysia_californica]	0.4809958824616885	1.69453420005446	1.5387421187418746	1.6166381593981674	0.14071317854209373
evgLocus_stringtie_AF_23912_XP_012940487.1_PREDICTED:_uncharacterized_protein_LOC101864076_[Aplysia_californica]	2.3033532546575906	1.2620061848313606	2.2726048175564224	1.26610597644485	0.17146161564326193
evgLocus_stringtie_AG_318_XP_013092106.1_PREDICTED:_STE20-like_serine/threonine-protein_kinase_[Biomphalaria_glabrata]	0.03206870078463273	0.03821838820486637	0.04436807562510001	0.023869117557654543	-0.08682525600655099
evgLocus_stringtie_AG_6924_XP_013061464.1_PREDICTED:_uncharacterized_protein_LOC106050931_[Biomphalaria_glabrata]	-0.6300476447938559	-0.5316526460701176	-0.5685507705915195	-0.5992992076926877	-0.6177482699533886
evgLocus_stringtie_AG_28450_XP_013073344.1_PREDICTED:_inaD-like_protein_isoform_X4_[Biomphalaria_glabrata]	-0.14627223440214285	0.23090859403885378	0.8766257731633861	0.12226411628139279	-0.14217244278865376
evgLocus_stringtie_AH_52686_XP_013061461.1_PREDICTED:_DENN_domain-containing_protein_5B-like_isoform_X6_[Biomphalaria_glabrata]	0.5342931734370467	1.686334616827482	1.7006838874746937	1.659685971339803	0.1571123449960501
evgLocus_Trinity_AE_4284_XP_012945855.1_PREDICTED:_atrial_natriuretic_peptide_receptor_1-like_[Aplysia_californica]	1.1349126448131988	0.9791205635006134	1.0590664999636505	0.4625468202009876	0.4461476537470312
evgLocus_Trinity_AE_7166_XP_013065507.1_PREDICTED:_LOW_QUALITY_PROTEIN:_twitchin-like_[Biomphalaria_glabrata]	-0.15447181762912104	1.2845550387055507	1.735532116189351	-0.13602275536842012	4.578737600144038
evgLocus_Trinity_AE_8313_XP_013077076.1_PREDICTED:_SH3_and_PX_domain-containing_protein_2A-like_isoform_X3_[Biomphalaria_glabrata]	-0.7284426435175941	-0.09092504762004008	-0.05197702729189369	-0.11962358891446373	-0.7370522059059212
evgLocus_Trinity_AE_14434_XP_005097825.1_PREDICTED:_rho_GTPase-activating_protein_35-like_[Aplysia_californica]	0.546592548277514	0.4420478621335421	0.4789459866549439	0.4912453614954112	-0.32256327378217386
evgLocus_Trinity_AE_19500_XP_013066550.1_PREDICTED:_rap_guanine_nucleotide_exchange_factor_6-like_isoform_X8_[Biomphalaria_glabrata]	0.19196057371070738	1.2681558722515944	1.292754621932529	1.3296527464539307	0.5547921315044921
evgLocus_Trinity_AE_19515_XP_013066568.1_PREDICTED:_rap_guanine_nucleotide_exchange_factor_2-like_isoform_X10_[Biomphalaria_glabrata]	0.19196057371070738	0.9893700425343361	1.0242182712489933	1.0283180628624824	0.5486424440842586
evgLocus_Trinity_AE_20099_BAK09601.1_atypical_protein_kinase_C_[Lymnaea_stagnalis]	0.6839355673293986	0.7290332750777787	0.7392827541115014	0.7249334834642895	0.4912453614954112
evgLocus_Trinity_AE_24828_XP_012946368.1_PREDICTED:_active_breakpoint_cluster_region-related_protein-like_[Aplysia_californica]	0.13251359531511553	0.3149543221153802	0.2924054682411902	0.28625578082095654	-0.611598582533155
evgLocus_Trinity_AE_29749_XP_005109534.1_PREDICTED:_serine/threonine-protein_kinase_Nek3-like_[Aplysia_californica]	-0.6054488951129213	-0.5521516041375631	-0.570600666398264	-0.5788002496252422	-0.5992992076926877
evgLocus_Trinity_AE_38271_XP_013094152.1_PREDICTED:_tight_junction_protein_ZO-1-like_[Biomphalaria_glabrata]	0.25960713533327745	-0.25901650377309293	-0.25696660796634835	-0.2815653576472829	-0.285665149260772
evgLocus_Trinity_AE_41763_XP_013089794.1_PREDICTED:_protein_unc-13_homolog_A-like_[Biomphalaria_glabrata]	3.002367724757481	3.0843635570272627	3.1356109521958766	2.6415860627704406	2.3669000246666716
evgLocus_Trinity_AE_46628_XP_013085024.1_PREDICTED:_solute_carrier_family_2,_facilitated_glucose_transporter_member_1-like_isoform_X3_[Biomphalaria_glabrata]	0.22270901081187558	0.08536599175999095	0.1366133869286046	0.10586494982743642	-0.1626714008560992
evgLocus_Trinity_AE_56013_XP_013072207.1_PREDICTED:_coiled-coil_and_C2_domain-containing_protein_1-like_isoform_X1_[Biomphalaria_glabrata]	0.15096265757581645	0.017719430137420902	0.03206870078463273	0.0033701594902090753	-0.3615112941103203
evgLocus_Trinity_AE_66046_XP_013062510.1_PREDICTED:_uncharacterized_protein_LOC106051846_[Biomphalaria_glabrata]	-0.7173732061611736	-0.7253677998074773	-0.7276226851948964	-0.7339773621958045	-0.7237278831620817
evgLocus_Trinity_AE_70790_XP_013080987.1_PREDICTED:_misshapen-like_kinase_1_isoform_X3_[Biomphalaria_glabrata]	0.42359879987284116	0.34365286340980383	0.34775265502329294	0.34775265502329294	1.382950037429289
evgLocus_Trinity_AE_72138_XP_013088698.1_PREDICTED:_serine/threonine-protein_kinase_4-like_isoform_X1_[Biomphalaria_glabrata]	-0.566500874784775	-0.48860483412848216	-0.4947545215487158	-0.4947545215487158	-0.5808501454319868
evgLocus_Trinity_AE_75505_XP_013078831.1_PREDICTED:_atrial_natriuretic_peptide-converting_enzyme-like_[Biomphalaria_glabrata]	-0.2508169205461147	-0.1708709840830774	-0.17292087988982197	-0.22416827505843562	-0.5091037921959276
evgLocus_Trinity_AE_77767_XP_005102947.1_PREDICTED:_kelch-like_protein_5_[Aplysia_californica]	-0.09297494342678463	0.09356557498696914	0.10586494982743642	0.11406453305441461	-0.39840941863172213
evgLocus_Trinity_AE_79434_XP_012938845.1_PREDICTED:_uncharacterized_protein_LOC101849292_isoform_X1_[Aplysia_californica]	-0.2815653576472829	-0.21596869183145745	-0.19341983795726742	-0.18522025473028925	-0.006879319543513659
evgLocus_Trinity_AE_83450_NP_001191514.1_CaM_kinase_II_alpha_[Aplysia_californica]	0.6285883805472958	0.5609418189247258	0.6019397350596167	0.6080894224798504	0.4809958824616885
evgLocus_Trinity_AE_85781_XP_013086306.1_PREDICTED:_protein_disulfide-isomerase_A5-like_[Biomphalaria_glabrata]	0.08536599175999095	0.042318179818355464	-0.5173033754229058	-0.525502958649884	-0.47015577186778124
evgLocus_Trinity_AE_85782_XP_005094049.1_PREDICTED:_protein_disulfide-isomerase_A5-like_[Aplysia_californica]	-0.04172754825817095	-0.05812671471212733	-0.4824551467082485	-0.47425556348127035	-0.46195618864080307
evgLocus_Trinity_AE_86106_XP_012945377.1_PREDICTED:_uncharacterized_protein_LOC101851003_[Aplysia_californica]	-0.14627223440214285	-0.08272546439306189	-0.08272546439306189	-0.13807265117516465	-0.2672160870000711
evgLocus_Trinity_AE_86951_XP_013086642.1_PREDICTED:_ras/Rap_GTPase-activating_protein_SynGAP-like_isoform_X5_[Biomphalaria_glabrata]	0.261657031140022	0.3231539053423584	0.3149543221153802	0.27395640598048926	0.175561407256751
evgLocus_Trinity_AE_99126_XP_013069754.1_PREDICTED:_death-associated_protein_kinase_1-like_[Biomphalaria_glabrata]	-0.36561108572380935	1.1861600399818124	1.1800103525615788	1.2579063932178716	1.116463582552498
evgLocus_Trinity_AE_126666_XP_005105514.1_PREDICTED:_CXXC-type_zinc_finger_protein_1-like_isoform_X2_[Aplysia_californica]	-0.047877235678404594	0.08946578337348005	-0.10322442246050736	0.07716640853301276	-0.6218480615668777
evgLocus_Trinity_AE_127659_XP_013084428.1_PREDICTED:_uncharacterized_protein_LOC106069337_[Biomphalaria_glabrata]	-0.4947545215487158	-0.5275528544566286	-0.49065472993522674	-0.5275528544566286	-0.4558065012205694
evgLocus_Trinity_AE_129024_XP_013094623.1_PREDICTED:_RNA_polymerase-associated_protein_LEO1-like_[Biomphalaria_glabrata]	-0.7370522059059212	-0.7481216432623419	-0.7403320391967125	-0.7481216432623419	-0.7505815182304353
evgLocus_Trinity_AF_2096_XP_013063974.1_PREDICTED:_tripartite_motif-containing_protein_45-like_[Biomphalaria_glabrata]	-0.650341613280627	-0.5542014999443077	-0.5767503538184977	-0.593149520272454	-0.7101985708375677
evgLocus_Trinity_AF_9910_XP_013079089.1_PREDICTED:_microtubule-associated_serine/threonine-protein_kinase_3-like_isoform_X4_[Biomphalaria_glabrata]	0.2965052598546793	0.9524719180129343	0.9381226473657225	0.9237733767185106	0.46664661181447664
evgLocus_Trinity_AF_13235_XP_012942749.1_PREDICTED:_cyclin-dependent_kinase_12-like_isoform_X3_[Aplysia_californica]	0.20630984435791921	0.2452578646860656	0.2411580730725765	0.2411580730725765	0.023869117557654543
evgLocus_Trinity_AF_20023_XP_013066550.1_PREDICTED:_rap_guanine_nucleotide_exchange_factor_6-like_isoform_X8_[Biomphalaria_glabrata]	0.19196057371070738	1.2804552470920616	1.2948045177392735	1.3440020171011426	0.5732411937651931
evgLocus_Trinity_AF_20033_XP_013066542.1_PREDICTED:_rap_guanine_nucleotide_exchange_factor_2-like_isoform_X7_[Biomphalaria_glabrata]	0.19196057371070738	0.21655932339164194	0.21245953177815285	0.23090859403885378	-0.1831703589235447
evgLocus_Trinity_AF_27397_XP_012935308.1_PREDICTED:_MAP_kinase-activating_death_domain_protein-like_isoform_X3_[Aplysia_californica]	0.4071996334188848	0.7474823373384796	0.9934698341478252	0.7249334834642895	0.4953451531089003
evgLocus_Trinity_AF_27409_XP_012935308.1_PREDICTED:_MAP_kinase-activating_death_domain_protein-like_isoform_X3_[Aplysia_californica]	0.4030998418053957	0.7474823373384796	0.9893700425343361	0.722883587657545	0.4932952573021558
evgLocus_Trinity_AF_27410_XP_005093623.1_PREDICTED:_MAP_kinase-activating_death_domain_protein-like_isoform_X1_[Aplysia_californica]	0.40924952922562935	0.7495322331452241	0.9934698341478252	0.7269833792710341	0.49739504891564484
evgLocus_Trinity_AF_46266_XP_005103690.1_PREDICTED:_G_protein-coupled_receptor_kinase_5-like_isoform_X2_[Aplysia_californica]	0.40924952922562935	0.7679812954059251	0.8192286905745387	0.7843804618598814	0.3600520298637602
evgLocus_Trinity_AF_53039_XP_013073343.1_PREDICTED:_multiple_PDZ_domain_protein-like_isoform_X3_[Biomphalaria_glabrata]	-0.1483221302088874	0.0792163043397573	0.8110291073475605	0.12226411628139279	-0.3020643157147284
evgLocus_Trinity_AF_53537_XP_005089910.1_PREDICTED:_E3_ubiquitin-protein_ligase_HUWE1-like_isoform_X1_[Aplysia_californica]	0.6921351505563769	1.8421266981400675	1.9200227387963602	1.753981178450052	0.5609418189247258
evgLocus_Trinity_AF_55230_XP_013092793.1_PREDICTED:_PDZ_domain-containing_protein_11-like_[Biomphalaria_glabrata]	-0.7110185291602655	-0.5501017083308186	-0.5603511873645413	-0.5378023334903513	-0.7151183207737546
evgLocus_Trinity_AF_68280_XP_013070383.1_PREDICTED:_proto-oncogene_tyrosine-protein_kinase_ROS-like_isoform_X1_[Biomphalaria_glabrata]	0.4010499459986512	-0.12167348472120829	-0.23236785828541381	-0.23236785828541381	-0.30411421152147294
evgLocus_Trinity_AF_87244_XP_012936158.1_PREDICTED:_serine/threonine-protein_kinase_VRK1-like_[Aplysia_californica]	-0.32461316958891845	-0.1524219218223765	-0.12782317214144193	-0.12372338052795283	-0.4066090018587003
evgLocus_Trinity_AF_97236_XP_013079174.1_PREDICTED:_uncharacterized_protein_LOC106064970_isoform_X8_[Biomphalaria_glabrata]	2.3382014833722478	1.255856497411127	2.2787545049766558	1.2763554554785725	0.1796611988702401
evgLocus_Trinity_AF_101503_XP_005098677.1_PREDICTED:_casein_kinase_I_isoform_delta-B-like_isoform_X3_[Aplysia_californica]	0.27395640598048926	0.4481975495537757	0.460496924394243	0.45434723697400936	0.20425994855117466
evgLocus_Trinity_AF_114394_XP_021345795.1_uncharacterized_protein_LOC110445468_[Mizuhopecten_yessoensis]	-0.502954104775694	-0.6675607380572811	-0.6802700920590973	-0.6614110506370475	-0.7309025184856875
evgLocus_Trinity_AF_134717_XP_013097025.1_PREDICTED:_multiple_coagulation_factor_deficiency_protein_2_homolog_isoform_X5_[Biomphalaria_glabrata]	-0.6542364153134416	-0.650341613280627	-0.6456268529251143	-0.6415270613116253	-0.6573112590235584
evgLocus_Trinity_AF_138361_XP_005109668.1_PREDICTED:_mitogen-activated_protein_kinase_kinase_kinase_4-like_[Aplysia_californica]	0.06691692949929003	0.8622765025161742	-0.4189083766991676	0.4502474453605203	-0.43120775153963486
evgLocus_Trinity_AG_4349_NP_001191541.1_glutamate_receptor_subunit_protein_GluR5_precursor_[Aplysia_californica]	-0.08682525600655099	0.10996474144092551	0.07101672111277912	0.0792163043397573	-0.1524219218223765
evgLocus_Trinity_AG_12825_XP_013066403.1_PREDICTED:_poly(rC)-binding_protein_3-like_[Biomphalaria_glabrata]	-0.6156983741466441	-0.6013491034994323	-0.6095486867264104	-0.6054488951129213	-0.7315174872277109
evgLocus_Trinity_AG_12851_XP_013066403.1_PREDICTED:_poly(rC)-binding_protein_3-like_[Biomphalaria_glabrata]	-0.25901650377309293	-0.15447181762912104	-0.15652171343586557	-0.15857160924261013	-0.3143636905551957
evgLocus_Trinity_AG_29797_XP_005109534.1_PREDICTED:_serine/threonine-protein_kinase_Nek3-like_[Aplysia_californica]	-0.5337025418768622	-0.49065472993522674	-0.4722056676745258	-0.4722056676745258	-0.5644509789780304
evgLocus_Trinity_AG_38308_XP_013068394.1_PREDICTED:_PDZ_and_LIM_domain_protein_Zasp-like_isoform_X3_[Biomphalaria_glabrata]	-0.4209582725059121	-0.44760691799359126	-0.36561108572380935	-0.4558065012205694	-0.40865889766544483
evgLocus_Trinity_AG_47545_XP_012939352.1_PREDICTED:_1-phosphatidylinositol_4,5-bisphosphate_phosphodiesterase_classes_I_and_II-like,_partial_[Aplysia_californica]	0.261657031140022	0.20425994855117466	1.0098690006017816	0.24730776049281014	0.7126341086238223
evgLocus_Trinity_AG_48745_XP_013075969.1_PREDICTED:_monocarboxylate_transporter_12-like_isoform_X1_[Biomphalaria_glabrata]	-0.5132035838094168	-0.40865889766544483	-0.4107087934721894	-0.39840941863172213	-0.502954104775694
evgLocus_Trinity_AG_49076_XP_013077697.1_PREDICTED:_protein_lap4-like_isoform_X9_[Biomphalaria_glabrata]	-0.41275868927893394	-0.3143636905551957	-0.32256327378217386	-0.4066090018587003	-0.6402971238275786
evgLocus_Trinity_AG_49080_XP_013077698.1_PREDICTED:_protein_scribble_homolog_isoform_X10_[Biomphalaria_glabrata]	-0.41275868927893394	-0.26926598280681563	-0.32051337797542934	-0.4045591060519558	-0.6402971238275786
evgLocus_Trinity_AG_55021_XP_013081615.1_PREDICTED:_serine/threonine-protein_kinase_PAK_2-like_[Biomphalaria_glabrata]	-0.060176610518871874	-0.03147806922444822	-0.029428173417703676	-0.047877235678404594	-0.12782317214144193
evgLocus_Trinity_AG_68285_XP_005108053.1_PREDICTED:_homeodomain-interacting_protein_kinase_2-like_[Aplysia_californica]	0.5076445279493677	0.5732411937651931	0.5732411937651931	0.5424927566640249	0.19811026113094102
evgLocus_Trinity_AG_71450_XP_012944243.1_PREDICTED:_synaptotagmin-like_protein_4_isoform_X8_[Aplysia_californica]	-0.09092504762004008	-0.2221183792516911	-0.19751962957075653	-0.1524219218223765	-0.5644509789780304
evgLocus_Trinity_AG_74638_XP_013080986.1_PREDICTED:_serine/threonine-protein_kinase_mig-15-like_isoform_X2_[Biomphalaria_glabrata]	0.39490025857841754	0.3272536969558475	0.33340338437608114	0.329303592762592	1.3542514961348653
evgLocus_Trinity_AG_83137_XP_013077918.1_PREDICTED:_kelch-like_ECH-associated_protein_1_[Biomphalaria_glabrata]	0.15916224080279465	0.09356557498696914	0.13866328273534917	0.10996474144092551	-0.12577327633469737
evgLocus_Trinity_AG_84539_XP_013096087.1_PREDICTED:_probable_serine/threonine-protein_kinase_DDB_G0267514_[Biomphalaria_glabrata]	-0.5849499370454758	-0.6013491034994323	-0.6013491034994323	-0.5992992076926877	-0.6095486867264104
evgLocus_Trinity_AG_88056utrorf_XP_013066831.1_PREDICTED:_splicing_factor_U2AF_26_kDa_subunit-like_isoform_X3_[Biomphalaria_glabrata]	-0.5132035838094168	-0.5296027502633731	-0.4988543131622049	-0.5234530628431394	-0.611598582533155
evgLocus_Trinity_AG_97056_XP_013065477.1_PREDICTED:_ryanodine_receptor_44F-like_[Biomphalaria_glabrata]	9.828520761216822	3.9371202126329945	4.6463841617666075	3.6378354248482907	4.25075427106491
evgLocus_Trinity_AG_107357_XP_012937584.1_PREDICTED:_partitioning_defective_3_homolog_isoform_X6_[Aplysia_californica]	-0.5419021251038404	-0.4681058760610367	-0.4558065012205694	-0.502954104775694	-0.7101985708375677
evgLocus_Trinity_AG_131101_XP_013088871.1_PREDICTED:_serine/threonine-protein_kinase_ULK3-like,_partial_[Biomphalaria_glabrata]	-0.22416827505843562	-0.480405250901504	-0.08682525600655099	-0.10117452665376281	-0.5050040005824386
evgLocus_Trinity_AH_15423_XP_013086476.1_PREDICTED:_RING_finger_protein_unkempt-like_isoform_X2_[Biomphalaria_glabrata]	0.056667450465567294	0.10381505402069187	0.07101672111277912	0.09971526240720278	-0.0437774440649155
evgLocus_Trinity_AH_17536_XP_005093746.1_PREDICTED:_signal-induced_proliferation-associated_1-like_protein_1_[Aplysia_californica]	-0.38611004379125485	0.5076445279493677	0.5342931734370467	0.4768960908481994	0.19811026113094102
evgLocus_Trinity_AH_19452_XP_013095596.1_PREDICTED:_prostaglandin_reductase_1-like_[Biomphalaria_glabrata]	-0.7276226851948964	-0.285665149260772	-0.26926598280681563	-0.25901650377309293	-0.5378023334903513
evgLocus_Trinity_AH_38518_XP_013091389.1_PREDICTED:_host_cell_factor-like_isoform_X3_[Biomphalaria_glabrata]	0.370301508897483	0.8212785863812833	0.7987297325070932	0.7761808786329032	0.07306661691952367
evgLocus_Trinity_AH_41894_XP_013069742.1_PREDICTED:_disks_large_homolog_1-like_isoform_X4_[Biomphalaria_glabrata]	-0.1708709840830774	0.017719430137420902	-0.03147806922444822	0.0033701594902090753	-0.4496568138003358
evgLocus_Trinity_AH_54896_XP_013076523.1_PREDICTED:_heterogeneous_nuclear_ribonucleoprotein_K-like_isoform_X3_[Biomphalaria_glabrata]	-0.5439520209105849	-0.41480858508567847	-0.4414572305733576	-0.41685848089242306	-0.36971087733729846
evgLocus_Trinity_AH_73500_XP_013063787.1_PREDICTED:_sodium-_and_chloride-dependent_glycine_transporter_1-like_isoform_X2_[Biomphalaria_glabrata]	0.175561407256751	0.20630984435791921	0.19811026113094102	0.20221005274443013	0.01976932594416545
evgLocus_Trinity_AH_76081_XP_012945885.1_PREDICTED:_cytoplasmic_dynein_2_heavy_chain_1-like_[Aplysia_californica]	1.9507711758975286	6.224803932959909	6.362146952011793	5.523739567053274	3.1807086599442567
evgLocus_Trinity_AH_77064_XP_013386505.1_PREDICTED:_synaptotagmin-14-like_[Lingula_anatina]	-0.6985141647391239	-0.6033989993061768	-0.6033989993061768	-0.6478817383125335	-0.7356172788412001
evgLocus_Trinity_AH_95415_XP_009059256.1_hypothetical_protein_LOTGIDRAFT_123762_[Lottia_gigantea]	9.514886702784906	3.9412200042464836	4.654583744993586	3.648084903882013	4.023215836516266
evgLocus_Trinity_AH_109067_XP_013061661.1_PREDICTED:_tyrosine-protein_phosphatase_non-receptor_type_4-like_isoform_X1_[Biomphalaria_glabrata]	0.5834906727989159	1.0590664999636505	1.0877650412580742	0.20630984435791921	0.2985551556614238
evgLocus_Trinity_AH_117207_XP_005104033.1_PREDICTED:_trans-2-enoyl-CoA_reductase,_mitochondrial-like_[Aplysia_californica]	-0.2713158786135602	-0.12782317214144193	-0.1831703589235447	-0.6636659360244666	-0.3164135863619402
evgLocus_Trinity_AH_120834_AOV18880.1_myc_binding_protein_2_[Lymnaea_stagnalis]	0.6449875470012523	2.889623455386531	2.879373976352808	2.6333864795434625	0.45434723697400936
evgLocus_Trinity_AH_130604_XP_013080379.1_PREDICTED:_spermatogenesis-associated_protein_5-like_protein_1_isoform_X1_[Biomphalaria_glabrata]	-0.589049728658965	-0.5132035838094168	-0.5337025418768622	-0.49065472993522674	-0.5910996244657095
evgLocus_Trinity_AH_134604_XP_013085544.1_PREDICTED:_thioredoxin_domain-containing_protein_3_homolog_isoform_X1_[Biomphalaria_glabrata]	-0.6136484783398996	0.0033701594902090753	-0.349211919269853	0.20630984435791921	-0.7095836020955444
evgLocus_Trinity_GG_DRR_3714_XP_012941724.1_PREDICTED:_EF-hand_calcium-binding_domain-containing_protein_7-like_isoform_X3_[Aplysia_californica]	-0.713478404128359	-0.5501017083308186	-0.7007690501265428	-0.6095486867264104	-0.7118384874829634
evgLocus_Trinity_GG_DRR_4627_XP_013067666.1_PREDICTED:_uncharacterized_protein_LOC106055770_[Biomphalaria_glabrata]	-0.36561108572380935	0.15096265757581645	0.16121213660953918	0.18171109467698465	-0.6605910923143498
evgLocus_Trinity_GG_DRR_13799_XP_013077507.1_PREDICTED:_DENN_domain-containing_protein_3-like_[Biomphalaria_glabrata]	-0.6259478531803668	-0.45990629283405854	-0.41685848089242306	-0.4640060844475476	-0.6882646857054011
evgLocus_Trinity_GG_DRR_21314_XP_012938846.1_PREDICTED:_uncharacterized_protein_LOC101849292_isoform_X2_[Aplysia_californica]	-0.29181483668100566	-0.21596869183145745	-0.19341983795726742	-0.18522025473028925	-0.4414572305733576
evgLocus_Trinity_GG_DRR_32150_XP_013089301.1_PREDICTED:_MAP/microtubule_affinity-regulating_kinase_3-like_[Biomphalaria_glabrata]	0.7741309828261587	0.8212785863812833	0.8192286905745387	0.831528065415006	0.3457027592165484
evgLocus_Trinity_GG_DRR_32157_XP_013089301.1_PREDICTED:_MAP/microtubule_affinity-regulating_kinase_3-like_[Biomphalaria_glabrata]	0.7556819205654578	0.813079003154305	0.8171787947677942	0.808979211540816	0.3395530717963148
evgLocus_Trinity_GG_DRR_33423_XP_013088724.1_PREDICTED:_bromodomain_adjacent_to_zinc_finger_domain_protein_2B-like_[Biomphalaria_glabrata]	-0.3451121276563639	-0.12167348472120829	-0.1831703589235447	-0.0007296321232800184	-0.6013491034994323
evgLocus_Trinity_GG_DRR_35618_XP_013086639.1_PREDICTED:_ras/Rap_GTPase-activating_protein_SynGAP-like_isoform_X3_[Biomphalaria_glabrata]	0.306754738888402	0.34365286340980383	0.35185244663678206	0.30470484308165746	0.1960603653241965
evgLocus_Trinity_GG_DRR_44867_XP_013065477.1_PREDICTED:_ryanodine_receptor_44F-like_[Biomphalaria_glabrata]	9.814171490569612	3.9002220881115925	4.61563572466544	3.6070869877471226	4.254854062678399
evgLocus_Trinity_GG_DRR_44870_XP_013065477.1_PREDICTED:_ryanodine_receptor_44F-like_[Biomphalaria_glabrata]	3.305752304155674	1.6473865964993355	1.7826797197444757	2.7276816866537117	2.444796065322964
evgLocus_Trinity_GG_DRR_45533_XP_013062165.1_PREDICTED:_RIMS-binding_protein_2-like_[Biomphalaria_glabrata]	-0.25696660796634835	-0.263116295386582	0.1571123449960501	-0.25901650377309293	-0.3184634821686848
evgLocus_Trinity_GG_DRR_45534_XP_013062165.1_PREDICTED:_RIMS-binding_protein_2-like_[Biomphalaria_glabrata]	-0.25696660796634835	-0.2651661911933266	-0.23236785828541381	-0.25901650377309293	-0.3184634821686848
evgLocus_Trinity_GG_DRR_50087_XP_013079174.1_PREDICTED:_uncharacterized_protein_LOC106064970_isoform_X8_[Biomphalaria_glabrata]	2.2972035672373567	1.251756705797638	2.2931037756238677	1.28865483031904	0.591690256025894
evgLocus_Trinity_GG_DRR_53611_XP_013090574.1_PREDICTED:_serine/threonine-protein_kinase_Nek2-like_[Biomphalaria_glabrata]	-0.6858048107373076	-0.6819100087044929	-0.6653058526698621	-0.6708405713480724	-0.6921594877382157
